"Item ID","Upgrades","Name","Item Name Option","Item Name Time","Mesh File Name","Item Description"
"3060000","Not unlimited/Not Upgradable","Sting Ray","0","Launcher/WPN_LAUNCHER_001_01.kfm","A silver rocket launcher that packs a serious sting. Your enemies will cower in fear.",""
"3060001","Not unlimited/Not Upgradable","Sting Ray","0","Launcher/WPN_LAUNCHER_001_01.kfm","A silver rocket launcher that packs a serious sting. Your enemies will cower in fear.",""
"3060002","Not unlimited/Not Upgradable","Blue Sting Ray","0","Launcher/WPN_LAUNCHER_LAUNCHER_001_L0.kfm","Beta Weapon",""
"3060003","Not unlimited/Not Upgradable","Orange Sting Ray","0","Launcher/WPN_LAUNCHER_LAUNCHER_002_L0.kfm","Beta Weapon",""
"3060180","Not unlimited/Not Upgradable","Black Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Special Edition (Beta 2017)",""
"3060190","Not unlimited/Not Upgradable","White Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Special Edition (Beta 2017)",""
"3060100","Not unlimited/Not Upgradable","Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060110","Not unlimited/Not Upgradable","Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060120","Not unlimited/Not Upgradable","Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060130","Not unlimited/Not Upgradable","Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060140","Not unlimited/Not Upgradable","Mimic","0","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060150","Firing Rate - Level 0","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060151","Firing Rate - Level 1","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060152","Firing Rate - Level 2","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060153","Firing Rate - Level 3","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060154","Firing Rate - Level 4","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060155","Firing Rate - Level 5","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060156","Firing Rate - Level 6","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060157","Firing Rate - Level 7","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060158","Firing Rate - Level 8","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060159","Firing Rate - Level 9","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060161","Power - Level 1","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060162","Power - Level 2","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060163","Power - Level 3","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060164","Power - Level 4","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060165","Power - Level 5","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060166","Power - Level 6","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060167","Power - Level 7","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060168","Power - Level 8","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060169","Power - Level 9","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060171","Projectile Speed - Level 1","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060172","Projectile Speed - Level 2","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060173","Projectile Speed - Level 3","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060174","Projectile Speed - Level 4","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060175","Projectile Speed - Level 5","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060176","Projectile Speed - Level 6","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060177","Projectile Speed - Level 7","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060178","Projectile Speed - Level 8","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060179","Projectile Speed - Level 9","Mimic","1","Launcher/WPN_LAUNCHER_004_01.kfm","Is it a sniper or a bazooka? If you want to confuse your enemies, do it with the Mimic!",""
"3060280","Not unlimited/Not Upgradable","Black Pound","0","Launcher/WPN_LAUNCHER_006_01.kfm","Special Edition (Beta 2017)",""
"3060290","Not unlimited/Not Upgradable","White Pound","0","Launcher/WPN_LAUNCHER_006_01.kfm","Special Edition (Beta 2017)",""
