"Item ID","Upgrades","Name","Item Name Option","Item Name Time","Mesh File Name","Item Description"
"3040000","Not unlimited/Not Upgradable","Jam","0","Snipergun/WPN_SNIPER_001_01.kfm","This sniper will always get your team out of a long distance jam.",""
"3040001","Not unlimited/Not Upgradable","Jam","0","Snipergun/WPN_SNIPER_001_01.kfm","This sniper will always get your team out of a long distance jam.",""
"3040180","Not unlimited/Not Upgradable","Black Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Special Edition (Beta 2017)",""
"3040190","Not unlimited/Not Upgradable","White Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Special Edition (Beta 2017)",""
"3040100","Not unlimited/Not Upgradable","Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040110","Not unlimited/Not Upgradable","Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040120","Not unlimited/Not Upgradable","Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040130","Not unlimited/Not Upgradable","Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040140","Not unlimited/Not Upgradable","Sea Eagle","0","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040150","Reload Speed - Level 0","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040151","Reload Speed - Level 1","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040152","Reload Speed - Level 2","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040153","Reload Speed - Level 3","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040154","Reload Speed - Level 4","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040155","Reload Speed - Level 5","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040156","Reload Speed - Level 6","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040157","Reload Speed - Level 7","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040158","Reload Speed - Level 8","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040159","Reload Speed - Level 9","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040161","Zoom Speed - Level 1","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040162","Zoom Speed - Level 2","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040163","Zoom Speed - Level 3","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040164","Zoom Speed - Level 4","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040165","Zoom Speed - Level 5","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040166","Zoom Speed - Level 6","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040167","Zoom Speed - Level 7","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040168","Zoom Speed - Level 8","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040169","Zoom Speed - Level 9","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040171","Power - Level 1","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040172","Power - Level 2","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040173","Power - Level 3","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040174","Power - Level 4","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040175","Power - Level 5","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040176","Power - Level 6","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040177","Power - Level 7","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040178","Power - Level 8","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040179","Power - Level 9","Sea Eagle","1","Snipergun/WPN_SNIPER_005_01.kfm","Prey on your enemies with the massive Sea Eagle. Survival of the fittest.",""
"3040280","Not unlimited/Not Upgradable","Black Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Special Edition (Beta 2017)",""
"3040290","Not unlimited/Not Upgradable","White Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Special Edition (Beta 2017)",""
"3040200","Not unlimited/Not Upgradable","Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040210","Not unlimited/Not Upgradable","Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040220","Not unlimited/Not Upgradable","Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040230","Not unlimited/Not Upgradable","Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040240","Not unlimited/Not Upgradable","Venom","0","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040250","Reload Speed - Level 0","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040251","Reload Speed - Level 1","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040252","Reload Speed - Level 2","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040253","Reload Speed - Level 3","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040254","Reload Speed - Level 4","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040255","Reload Speed - Level 5","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040256","Reload Speed - Level 6","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040257","Reload Speed - Level 7","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040258","Reload Speed - Level 8","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040259","Reload Speed - Level 9","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040261","Zoom Speed - Level 1","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040262","Zoom Speed - Level 2","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040263","Zoom Speed - Level 3","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040264","Zoom Speed - Level 4","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040265","Zoom Speed - Level 5","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040266","Zoom Speed - Level 6","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040267","Zoom Speed - Level 7","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040268","Zoom Speed - Level 8","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040269","Zoom Speed - Level 9","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040271","Power - Level 1","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040272","Power - Level 2","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040273","Power - Level 3","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040274","Power - Level 4","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040275","Power - Level 5","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040276","Power - Level 6","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040277","Power - Level 7","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040278","Power - Level 8","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040279","Power - Level 9","Venom","1","Snipergun/WPN_SNIPER_003_01.kfm","Fire your Venom on the competition and your toxicity will cause extermination!",""
"3040301","Not unlimited/Not Upgradable","Black Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040302","Not unlimited/Not Upgradable","White Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040300","Not unlimited/Not Upgradable","Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040310","Not unlimited/Not Upgradable","Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040320","Not unlimited/Not Upgradable","Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040330","Not unlimited/Not Upgradable","Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040340","Not unlimited/Not Upgradable","Vast","0","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040350","Reload Speed - Level 0","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040351","Reload Speed - Level 1","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040352","Reload Speed - Level 2","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040353","Reload Speed - Level 3","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040354","Reload Speed - Level 4","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040355","Reload Speed - Level 5","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040356","Reload Speed - Level 6","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040357","Reload Speed - Level 7","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040358","Reload Speed - Level 8","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040359","Reload Speed - Level 9","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040361","Zoom Speed - Level 1","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040362","Zoom Speed - Level 2","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040363","Zoom Speed - Level 3","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040364","Zoom Speed - Level 4","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040365","Zoom Speed - Level 5","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040366","Zoom Speed - Level 6","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040367","Zoom Speed - Level 7","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040368","Zoom Speed - Level 8","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040369","Zoom Speed - Level 9","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040371","Power - Level 1","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040372","Power - Level 2","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040373","Power - Level 3","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040374","Power - Level 4","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040375","Power - Level 5","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040376","Power - Level 6","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040377","Power - Level 7","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040378","Power - Level 8","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040379","Power - Level 9","Vast","1","Snipergun/WPN_SNIPER_004_01.kfm","Hold on tight.. and shoot shoot shoot! Perforate your enemys with Vast's extremely high firing rate!",""
"3040400","Not unlimited/Not Upgradable","Merlin Falcon","0","Snipergun/WPN_SNIPER_009_01.kfm","The Merlin Falcon may just pull a rabbit out of its hat, or maybe it will pull a bullet out from the back of your ear.",""
"3040410","Not unlimited/Not Upgradable","Merlin Falcon","0","Snipergun/WPN_SNIPER_009_01.kfm","The Merlin Falcon may just pull a rabbit out of its hat, or maybe it will pull a bullet out from the back of your ear.",""
"3040420","Not unlimited/Not Upgradable","Merlin Falcon","0","Snipergun/WPN_SNIPER_009_01.kfm","The Merlin Falcon may just pull a rabbit out of its hat, or maybe it will pull a bullet out from the back of your ear.",""
"3040430","Not unlimited/Not Upgradable","Merlin Falcon","0","Snipergun/WPN_SNIPER_009_01.kfm","The Merlin Falcon may just pull a rabbit out of its hat, or maybe it will pull a bullet out from the back of your ear.",""
"3040440","Not unlimited/Not Upgradable","Merlin Falcon","0","Snipergun/WPN_SNIPER_009_01.kfm","The Merlin Falcon may just pull a rabbit out of its hat, or maybe it will pull a bullet out from the back of your ear.",""
"3040450","Reload Speed - Level 0","Merlin Falcon","0","Snipergun/WPN_SNIPER_009_01.kfm","The Merlin Falcon may just pull a rabbit out of its hat, or maybe it will pull a bullet out from the back of your ear.",""
"3040500","Not unlimited/Not Upgradable","EM16A4","0","Snipergun/WPN_SNIPER_007_01.kfm","The burst fire of the EM16, the precision and deadly strike of a Sniper Rifle.",""
"3040510","Not unlimited/Not Upgradable","EM16A4","0","Snipergun/WPN_SNIPER_007_01.kfm","The burst fire of the EM16, the precision and deadly strike of a Sniper Rifle.",""
"3040520","Not unlimited/Not Upgradable","EM16A4","0","Snipergun/WPN_SNIPER_007_01.kfm","The burst fire of the EM16, the precision and deadly strike of a Sniper Rifle.",""
"3040530","Not unlimited/Not Upgradable","EM16A4","0","Snipergun/WPN_SNIPER_007_01.kfm","The burst fire of the EM16, the precision and deadly strike of a Sniper Rifle.",""
"3040540","Not unlimited/Not Upgradable","EM16A4","0","Snipergun/WPN_SNIPER_007_01.kfm","The burst fire of the EM16, the precision and deadly strike of a Sniper Rifle.",""
"3040550","Reload Speed - Level 0","EM16A4","0","Snipergun/WPN_SNIPER_007_01.kfm","The burst fire of the EM16, the precision and deadly strike of a Sniper Rifle.",""
"3040600","Not unlimited/Not Upgradable","Partridge","0","Snipergun/WPN_SNIPER_SNIPER_008_L0.kfm","A true cross between a Rifle and the Sniper Rifle. Meet the Partridge.",""
"3040610","Not unlimited/Not Upgradable","Partridge","0","Snipergun/WPN_SNIPER_SNIPER_008_L0.kfm","A true cross between a Rifle and the Sniper Rifle. Meet the Partridge.",""
"3040620","Not unlimited/Not Upgradable","Partridge","0","Snipergun/WPN_SNIPER_SNIPER_008_L0.kfm","A true cross between a Rifle and the Sniper Rifle. Meet the Partridge.",""
"3040630","Not unlimited/Not Upgradable","Partridge","0","Snipergun/WPN_SNIPER_SNIPER_008_L0.kfm","A true cross between a Rifle and the Sniper Rifle. Meet the Partridge.",""
"3040640","Not unlimited/Not Upgradable","Partridge","0","Snipergun/WPN_SNIPER_SNIPER_008_L0.kfm","A true cross between a Rifle and the Sniper Rifle. Meet the Partridge.",""
"3040650","Reload Speed - Level 0","Partridge","0","Snipergun/WPN_SNIPER_SNIPER_008_L0.kfm","A true cross between a Rifle and the Sniper Rifle. Meet the Partridge.",""
"3040700","Not unlimited/Not Upgradable","SN_C01","0","Snipergun/WPN_SNIPER_001_01.kfm","????????? ???????????? ????????????.",""
"3040710","Not unlimited/Not Upgradable","SN_C01","0","Snipergun/WPN_SNIPER_001_01.kfm","????????? ???????????? ????????????.",""
"3040720","Not unlimited/Not Upgradable","SN_C01","0","Snipergun/WPN_SNIPER_001_01.kfm","????????? ???????????? ????????????.",""
"3040730","Not unlimited/Not Upgradable","SN_C01","0","Snipergun/WPN_SNIPER_001_01.kfm","????????? ???????????? ????????????.",""
